47.55598020 21.58825590
47.54188570 21.60708700
47.54189210 21.60699530
47.54197980 21.60573900
47.54205540 21.60434410
47.54219230 21.60211720
47.54220170 21.60166340
47.54219690 21.60146130
47.54219520 21.60139170
47.54219010 21.60117880
way way
47.54126880 21.61721580
47.54126900 21.61716940
47.54126910 21.61713340
47.54128070 21.61695660
47.54133640 21.61598050
47.54143790 21.61456370
47.54144970 21.61438400
47.54148570 21.61383630
47.54149720 21.61366080
47.54150460 21.61353070
47.54159250 21.61197480
47.54168580 21.61032460
47.54170020 21.61007060
47.54171640 21.60978310
way way
47.54148080 21.62176730
47.54146820 21.62146610
47.54140280 21.61990580
47.54140010 21.61985790
47.54127660 21.61765380
47.54127330 21.61742850
47.54126860 21.61727800
way way
47.54162450 21.62489440
47.54161990 21.62483670
47.54157390 21.62402670
47.54156980 21.62395380
47.54149670 21.62215370
47.54148740 21.62192390
way way
47.54179780 21.62685300
47.54168680 21.62554730
47.54167760 21.62543920
47.54166030 21.62527250
47.54164800 21.62515420
47.54163080 21.62497220
way way
47.54180610 21.62706820
way way
47.53828360 21.63704850
47.53837330 21.63679280
47.53960400 21.63324990
47.53962190 21.63320050
47.54059570 21.63052160
47.54060780 21.63048820
47.54156460 21.62783800
47.54166340 21.62756430
way way
47.53804950 21.63738610
47.53746330 21.63797020
way way
47.53729560 21.63810760
way way
47.53717340 21.63819800
way way
47.53707940 21.63824670
47.53695300 21.63831210
way way
47.53674830 21.63841820
47.53657150 21.63853930
way way
47.53617060 21.63876140
47.53657150 21.63853930
way way
47.53341940 21.63953330
47.53348920 21.63951570
47.53538000 21.63903950
47.53575930 21.63894010
47.53602880 21.63883990
way way
47.53133480 21.63976650
47.53149220 21.63980590
47.53164050 21.63983420
47.53179770 21.63984520
47.53188750 21.63984540
47.53194340 21.63984560
47.53208520 21.63982840
47.53258170 21.63973290
47.53280750 21.63967910
way way
47.53007050 21.63933760
47.53106120 21.63966850
way way
47.52680330 21.63780500
47.52713400 21.63804750
47.52736180 21.63813230
47.52756200 21.63818690
47.52770990 21.63819990
47.52776940 21.63820510
47.52794030 21.63825800
47.52880390 21.63871090
47.52967610 21.63915890
47.52986200 21.63925440
way way
47.52320930 21.63451070
47.52366270 21.63490040
47.52421560 21.63537560
47.52442260 21.63555350
47.52566160 21.63661830
47.52628470 21.63727470
47.52653840 21.63753750
47.52670210 21.63770710
way way
47.52236000 21.63365350
47.52250380 21.63382440
47.52265440 21.63397620
47.52282740 21.63415450
way way
47.52186800 21.63260010
47.52197530 21.63294390
47.52207890 21.63317770
47.52217850 21.63338370
way way
47.52178610 21.63226390
way way
47.52171990 21.63100660
47.52172790 21.63163930
47.52173900 21.63187930
47.52175400 21.63203760
way way
47.52170900 21.63060110
way way
21 busz
47.51499820 21.60105260
way way
47.51544210 21.60230100
47.51589510 21.60366110
47.51595090 21.60383340
47.51626710 21.60480900
47.51651500 21.60554950
way way
47.51661030 21.60583420
47.51663130 21.60589690
way way
47.51660020 21.60592010
47.51657630 21.60595760
47.51656250 21.60600500
47.51655960 21.60604760
way way
47.51657300 21.60611250
47.51659520 21.60615220
47.51662520 21.60617830
47.51665950 21.60618750
47.51668980 21.60618090
47.51672080 21.60615730
47.51674450 21.60611950
47.51675490 21.60608760
way way
47.51682460 21.60610780
47.51700490 21.60616020
47.51975240 21.60660210
way way
47.51995660 21.60663830
47.52014480 21.60667160
47.52022450 21.60668570
way way
47.52037680 21.60671210
47.52174460 21.60694910
47.52349480 21.60723070
47.52393530 21.60730180
47.52512020 21.60744180
47.52586760 21.60757400
47.52660810 21.60772430
47.52702920 21.60782940
47.52734560 21.60794150
47.52849320 21.60843680
47.52928090 21.60874850
way way
47.52941920 21.60880320
way way
47.52945620 21.60901240
47.52949550 21.60923430
47.52974390 21.61063740
47.52980950 21.61090690
way way
47.52997950 21.61132690
47.52999070 21.61135060
47.53003450 21.61144300
way way
47.53008880 21.61150610
47.53015530 21.61154080
47.53021600 21.61154270
way way
47.53048280 21.61137440
47.53062350 21.61132320
47.53077820 21.61123220
way way
47.53111470 21.61117240
47.53161260 21.61110550
47.53167610 21.61110820
47.53191650 21.61111980
47.53212100 21.61117420
47.53303280 21.61153100
47.53367870 21.61178380
47.53392360 21.61190500
47.53403460 21.61198470
way way
47.53420710 21.61211240
47.53430240 21.61218300
way way
47.53438210 21.61221850
47.53446840 21.61225700
47.53466300 21.61229170
way way
47.53477230 21.61227470
47.53486280 21.61226070
47.53539740 21.61207920
47.53549480 21.61204610
47.53562290 21.61200260
47.53748580 21.61132410
47.53862830 21.61090470
47.53875430 21.61085840
47.53965590 21.61053370
47.53982180 21.61047330
47.54081290 21.61011220
47.54132440 21.60991630
47.54155310 21.60983860
47.54171640 21.60978310
way way
47.54184510 21.60973250
47.54223840 21.60966010
47.54255910 21.60963810
47.54462820 21.60964780
47.54564930 21.60964800
47.54584950 21.60964800
47.54593540 21.60964800
47.54665420 21.60968470
47.54744010 21.60966770
47.54757170 21.60966490
way way
47.54770360 21.60966910
47.54861420 21.60969810
47.54908890 21.60970480
47.55062770 21.60972660
47.55118020 21.60973860
47.55153310 21.60971100
47.55192570 21.60961650
47.55204870 21.60956700
47.55221960 21.60949830
way way
47.55296690 21.61105240
47.55274140 21.61073080
47.55249950 21.61021440
47.55230260 21.60971050
47.55221960 21.60949830
way way
47.55404580 21.61213420
47.55397260 21.61204790
47.55384270 21.61191280
47.55324550 21.61134400
way way
47.55413200 21.61222560
way way
47.55612870 21.61424550
47.55590060 21.61395800
47.55510550 21.61315870
way way
47.55612410 21.61461060
47.55495010 21.61663560
47.55448780 21.61743300
47.55416180 21.61801320
47.55412050 21.61809110
47.55314140 21.61981880
47.55292680 21.62014470
47.55285410 21.62025520
47.55272530 21.62041080
47.55254710 21.62054280
47.55242280 21.62059700
47.55226600 21.62060690
47.55203400 21.62061280
way way
47.55186510 21.62062280
47.55177260 21.62065060
47.55168410 21.62070620
47.55161640 21.62080500
way way
47.55154920 21.62105050
47.55150150 21.62136720
way way
47.55156880 21.62143880
47.55159510 21.62154570
47.55157660 21.62165960
47.55149960 21.62174950
way way
47.55154620 21.62204380
way way
47.55151920 21.62223410
47.55150270 21.62260160
47.55151440 21.62278080
way way
47.55160180 21.62274190
47.55151440 21.62278080
way way
47.55590210 21.62749500
47.55581670 21.62724200
47.55566400 21.62691710
47.55491450 21.62552800
47.55475390 21.62525410
47.55463250 21.62507660
47.55449650 21.62491810
47.55323370 21.62350410
47.55311700 21.62338230
47.55284370 21.62315600
47.55226840 21.62282900
47.55209140 21.62275470
47.55187020 21.62269640
47.55167590 21.62272180
way way
47.55604850 21.62837230
47.55602820 21.62813900
47.55597020 21.62776890
way way
47.55605010 21.62914590
47.55604980 21.62908860
way way
47.55527230 21.63769290
47.55544700 21.63728730
47.55563830 21.63680080
47.55585190 21.63614620
47.55595600 21.63562450
47.55600760 21.63503830
47.55607160 21.63275330
47.55605780 21.63072310
47.55605710 21.63063090
way way
47.55570290 21.63908160
47.55591060 21.63944960
47.55737780 21.64204950
47.55785860 21.64294740
47.55805600 21.64331600
47.55822250 21.64363660
way way
47.55815360 21.64375160
47.55810480 21.64383300
47.55799750 21.64412530
47.55795650 21.64431190
way way
47.55361500 21.64874010
47.55377900 21.64862100
47.55390800 21.64849720
47.55795650 21.64431190
way way
47.55305290 21.64943860
47.55307420 21.64937130
47.55310440 21.64931180
47.55312020 21.64928070
47.55319100 21.64914150
47.55331190 21.64897020
47.55344910 21.64884520
way way
47.55279170 21.64951510
47.55286350 21.64955110
47.55299610 21.64961750
way way
47.54667260 21.64488100
47.54746840 21.64546850
47.54754970 21.64553060
47.54856660 21.64627160
47.54867740 21.64635890
47.55063540 21.64790130
47.55111980 21.64826800
47.55138150 21.64846610
47.55259680 21.64938610
way way
47.54652760 21.64477390
way way
47.54462640 21.64328830
47.54470620 21.64334850
way way
47.54402290 21.64283270
way way
47.54376480 21.64263800
way way
47.53851440 21.63870360
47.53856240 21.63872960
47.53876870 21.63884140
47.53920990 21.63917220
47.53964960 21.63951370
47.54012260 21.63988050
47.54058080 21.64020590
47.54074630 21.64033630
47.54081740 21.64039080
47.54181390 21.64115460
47.54227790 21.64151020
47.54239760 21.64160200
47.54326840 21.64227640
way way
47.53791270 21.63853340
47.53770220 21.63839930
way way
47.53749600 21.63824090
47.53739870 21.63818110
way way
47.53729560 21.63810760
way way
47.53720070 21.63799040
47.53695700 21.63760460
47.53692390 21.63755220
47.53675560 21.63737400
way way
47.53362450 21.63176580
47.53371430 21.63194370
47.53457960 21.63355060
47.53466180 21.63370190
47.53579090 21.63577970
47.53583970 21.63586650
47.53623670 21.63657250
47.53646580 21.63696400
47.53665000 21.63722460
47.53675560 21.63737400
way way
47.53284040 21.63005010
47.53284470 21.63001560
47.53286160 21.62987980
47.53292150 21.62968910
way way
47.53417020 21.62873620
47.53403100 21.62890710
47.53354310 21.62924230
47.53292150 21.62968910
way way
47.53452400 21.62615380
47.53447560 21.62701110
47.53440460 21.62778650
47.53438600 21.62798910
47.53437550 21.62806010
47.53436390 21.62813870
47.53434930 21.62823740
47.53434470 21.62825940
47.53431490 21.62840320
47.53427020 21.62853970
way way
47.53453580 21.62594480
way way
47.53452150 21.62130420
47.53453820 21.62166230
47.53457940 21.62279470
47.53457750 21.62328880
47.53457710 21.62337980
47.53457520 21.62386170
47.53457380 21.62401580
47.53456270 21.62527030
47.53455350 21.62565660
47.53455100 21.62576130
47.53454330 21.62585460
way way
47.53441310 21.62100340
47.53426110 21.62088040
way way
47.53382820 21.62063020
47.53350980 21.62052520
47.53325350 21.62049250
47.53292700 21.62050560
47.53259690 21.62056480
47.53235630 21.62063260
47.53214650 21.62070330
47.53186190 21.62080760
47.53157760 21.62092630
47.53122940 21.62107480
47.53109500 21.62113210
way way
47.52969900 21.61498420
47.52980060 21.61569820
47.52995550 21.61664580
47.53014360 21.61748200
47.53016050 21.61755700
47.53024680 21.61795620
47.53040460 21.61865910
47.53045090 21.61885360
47.53048240 21.61899200
47.53051880 21.61912790
47.53072840 21.61991090
47.53094790 21.62066840
47.53109500 21.62113210
way way
47.52963760 21.61422670
47.52961440 21.61404450
way way
47.52962860 21.61393130
47.52961620 21.61379110
47.52957930 21.61365300
47.52953880 21.61351880
47.52948140 21.61338970
47.52941430 21.61324890
47.52939650 21.61318370
47.52938790 21.61315200
47.52939330 21.61301530
47.52941250 21.61288000
way way
47.52949210 21.61267170
47.52961590 21.61230330
47.52971540 21.61207810
47.52984230 21.61188680
47.52998500 21.61172750
way way
47.53002630 21.61162300
47.53003910 21.61154860
47.53003450 21.61144300
way way
47.52997950 21.61132690
47.52999070 21.61135060
47.53003450 21.61144300
way way
47.52945620 21.60901240
47.52949550 21.60923430
47.52974390 21.61063740
47.52980950 21.61090690
way way
47.52769690 21.59840750
47.52773290 21.59862580
47.52829200 21.60202020
47.52842150 21.60274770
47.52863790 21.60398890
47.52879580 21.60496760
47.52880650 21.60503380
47.52904630 21.60650920
47.52938190 21.60857380
47.52941920 21.60880320
way way
47.52749850 21.59819750
47.52558590 21.59830000
47.52553480 21.59830270
way way
47.52546990 21.59830560
47.52484160 21.59833350
way way
47.52465740 21.59835380
47.52274140 21.59855740
47.52197990 21.59866430
47.52191520 21.59867340
47.52176280 21.59868670
47.51850430 21.59915150
47.51842050 21.59916350
47.51829210 21.59918280
47.51750550 21.59930080
47.51584820 21.59950970
47.51552900 21.59958120
47.51517090 21.59968500
way way
47.51484380 21.59979790
47.51459930 21.59993090
way way
47.51441890 21.60000550
47.51390670 21.60032320
way way
22 busz
47.51499820 21.60105260
way way
47.51544210 21.60230100
47.51589510 21.60366110
47.51595090 21.60383340
47.51626710 21.60480900
47.51651500 21.60554950
way way
47.51661030 21.60583420
47.51663130 21.60589690
way way
47.51660020 21.60592010
47.51657630 21.60595760
47.51656250 21.60600500
47.51655960 21.60604760
way way
47.51657300 21.60611250
47.51659520 21.60615220
47.51662520 21.60617830
47.51665950 21.60618750
47.51668980 21.60618090
47.51672080 21.60615730
47.51674450 21.60611950
47.51675490 21.60608760
way way
47.51682460 21.60610780
47.51700490 21.60616020
47.51975240 21.60660210
way way
47.51995660 21.60663830
47.52014480 21.60667160
47.52022450 21.60668570
way way
47.52037680 21.60671210
47.52174460 21.60694910
47.52349480 21.60723070
47.52393530 21.60730180
47.52512020 21.60744180
47.52586760 21.60757400
47.52660810 21.60772430
47.52702920 21.60782940
47.52734560 21.60794150
47.52849320 21.60843680
47.52928090 21.60874850
way way
47.52941920 21.60880320
way way
47.52945620 21.60901240
47.52949550 21.60923430
47.52974390 21.61063740
47.52980950 21.61090690
way way
47.52997950 21.61132690
47.52999070 21.61135060
47.53003450 21.61144300
way way
47.53008880 21.61150610
47.53015530 21.61154080
47.53021600 21.61154270
way way
47.53048280 21.61137440
47.53062350 21.61132320
47.53077820 21.61123220
way way
47.53111470 21.61117240
47.53161260 21.61110550
47.53167610 21.61110820
47.53191650 21.61111980
47.53212100 21.61117420
47.53303280 21.61153100
47.53367870 21.61178380
47.53392360 21.61190500
47.53403460 21.61198470
way way
47.53420710 21.61211240
47.53430240 21.61218300
way way
47.53438210 21.61221850
47.53446840 21.61225700
47.53466300 21.61229170
way way
47.53477230 21.61227470
47.53486280 21.61226070
47.53539740 21.61207920
47.53549480 21.61204610
47.53562290 21.61200260
47.53748580 21.61132410
47.53862830 21.61090470
47.53875430 21.61085840
47.53965590 21.61053370
47.53982180 21.61047330
47.54081290 21.61011220
47.54132440 21.60991630
47.54155310 21.60983860
47.54171640 21.60978310
way way
47.54184510 21.60973250
47.54223840 21.60966010
47.54255910 21.60963810
47.54462820 21.60964780
47.54564930 21.60964800
47.54584950 21.60964800
47.54593540 21.60964800
47.54665420 21.60968470
47.54744010 21.60966770
47.54757170 21.60966490
way way
47.54770360 21.60966910
47.54861420 21.60969810
47.54908890 21.60970480
47.55062770 21.60972660
47.55118020 21.60973860
47.55153310 21.60971100
47.55192570 21.60961650
47.55204870 21.60956700
47.55221960 21.60949830
way way
47.55296690 21.61105240
47.55274140 21.61073080
47.55249950 21.61021440
47.55230260 21.60971050
47.55221960 21.60949830
way way
47.55404580 21.61213420
47.55397260 21.61204790
47.55384270 21.61191280
47.55324550 21.61134400
way way
47.55413200 21.61222560
way way
47.55612870 21.61424550
47.55590060 21.61395800
47.55510550 21.61315870
way way
47.56119680 21.62261580
47.56110440 21.62209130
47.56092960 21.62154760
47.56070610 21.62100130
47.56046260 21.62058690
47.56017550 21.62019680
47.55781960 21.61723610
47.55711380 21.61604730
47.55684000 21.61553880
47.55630210 21.61455890
47.55623040 21.61442730
way way
47.56122370 21.62308400
way way
47.56120790 21.63050020
47.56121180 21.62833040
47.56121500 21.62659170
47.56122160 21.62393550
47.56122220 21.62369780
way way
47.55983160 21.63064240
47.55681390 21.63062410
47.55605710 21.63063090
way way
47.55527230 21.63769290
47.55544700 21.63728730
47.55563830 21.63680080
47.55585190 21.63614620
47.55595600 21.63562450
47.55600760 21.63503830
47.55607160 21.63275330
47.55605780 21.63072310
47.55605710 21.63063090
way way
47.55570290 21.63908160
47.55591060 21.63944960
47.55737780 21.64204950
47.55785860 21.64294740
47.55805600 21.64331600
47.55822250 21.64363660
way way
47.55815360 21.64375160
47.55810480 21.64383300
47.55799750 21.64412530
47.55795650 21.64431190
way way
47.55361500 21.64874010
47.55377900 21.64862100
47.55390800 21.64849720
47.55795650 21.64431190
way way
47.55305290 21.64943860
47.55307420 21.64937130
47.55310440 21.64931180
47.55312020 21.64928070
47.55319100 21.64914150
47.55331190 21.64897020
47.55344910 21.64884520
way way
47.55279170 21.64951510
47.55286350 21.64955110
47.55299610 21.64961750
way way
47.54667260 21.64488100
47.54746840 21.64546850
47.54754970 21.64553060
47.54856660 21.64627160
47.54867740 21.64635890
47.55063540 21.64790130
47.55111980 21.64826800
47.55138150 21.64846610
47.55259680 21.64938610
way way
47.54652760 21.64477390
way way
47.54462640 21.64328830
47.54470620 21.64334850
way way
47.54402290 21.64283270
way way
47.54376480 21.64263800
way way
47.53851440 21.63870360
47.53856240 21.63872960
47.53876870 21.63884140
47.53920990 21.63917220
47.53964960 21.63951370
47.54012260 21.63988050
47.54058080 21.64020590
47.54074630 21.64033630
47.54081740 21.64039080
47.54181390 21.64115460
47.54227790 21.64151020
47.54239760 21.64160200
47.54326840 21.64227640
way way
47.53791270 21.63853340
47.53770220 21.63839930
way way
47.53749600 21.63824090
47.53739870 21.63818110
way way
47.53729560 21.63810760
way way
47.53720070 21.63799040
47.53695700 21.63760460
47.53692390 21.63755220
47.53675560 21.63737400
way way
47.53362450 21.63176580
47.53371430 21.63194370
47.53457960 21.63355060
47.53466180 21.63370190
47.53579090 21.63577970
47.53583970 21.63586650
47.53623670 21.63657250
47.53646580 21.63696400
47.53665000 21.63722460
47.53675560 21.63737400
way way
47.53284040 21.63005010
47.53284470 21.63001560
47.53286160 21.62987980
47.53292150 21.62968910
way way
47.53417020 21.62873620
47.53403100 21.62890710
47.53354310 21.62924230
47.53292150 21.62968910
way way
47.53452400 21.62615380
47.53447560 21.62701110
47.53440460 21.62778650
47.53438600 21.62798910
47.53437550 21.62806010
47.53436390 21.62813870
47.53434930 21.62823740
47.53434470 21.62825940
47.53431490 21.62840320
47.53427020 21.62853970
way way
47.53453580 21.62594480
way way
47.53452150 21.62130420
47.53453820 21.62166230
47.53457940 21.62279470
47.53457750 21.62328880
47.53457710 21.62337980
47.53457520 21.62386170
47.53457380 21.62401580
47.53456270 21.62527030
47.53455350 21.62565660
47.53455100 21.62576130
47.53454330 21.62585460
way way
47.53441310 21.62100340
47.53426110 21.62088040
way way
47.53382820 21.62063020
47.53350980 21.62052520
47.53325350 21.62049250
47.53292700 21.62050560
47.53259690 21.62056480
47.53235630 21.62063260
47.53214650 21.62070330
47.53186190 21.62080760
47.53157760 21.62092630
47.53122940 21.62107480
47.53109500 21.62113210
way way
47.52969900 21.61498420
47.52980060 21.61569820
47.52995550 21.61664580
47.53014360 21.61748200
47.53016050 21.61755700
47.53024680 21.61795620
47.53040460 21.61865910
47.53045090 21.61885360
47.53048240 21.61899200
47.53051880 21.61912790
47.53072840 21.61991090
47.53094790 21.62066840
47.53109500 21.62113210
way way
47.52963760 21.61422670
47.52961440 21.61404450
way way
47.52962860 21.61393130
47.52961620 21.61379110
47.52957930 21.61365300
47.52953880 21.61351880
47.52948140 21.61338970
47.52941430 21.61324890
47.52939650 21.61318370
47.52938790 21.61315200
47.52939330 21.61301530
47.52941250 21.61288000
way way
47.52949210 21.61267170
47.52961590 21.61230330
47.52971540 21.61207810
47.52984230 21.61188680
47.52998500 21.61172750
way way
47.53002630 21.61162300
47.53003910 21.61154860
47.53003450 21.61144300
way way
47.52997950 21.61132690
47.52999070 21.61135060
47.53003450 21.61144300
way way
47.52945620 21.60901240
47.52949550 21.60923430
47.52974390 21.61063740
47.52980950 21.61090690
way way
47.52769690 21.59840750
47.52773290 21.59862580
47.52829200 21.60202020
47.52842150 21.60274770
47.52863790 21.60398890
47.52879580 21.60496760
47.52880650 21.60503380
47.52904630 21.60650920
47.52938190 21.60857380
47.52941920 21.60880320
way way
47.52749850 21.59819750
47.52558590 21.59830000
47.52553480 21.59830270
way way
47.52546990 21.59830560
47.52484160 21.59833350
way way
47.52465740 21.59835380
47.52274140 21.59855740
47.52197990 21.59866430
47.52191520 21.59867340
47.52176280 21.59868670
47.51850430 21.59915150
47.51842050 21.59916350
47.51829210 21.59918280
47.51750550 21.59930080
47.51584820 21.59950970
47.51552900 21.59958120
47.51517090 21.59968500
way way
47.51484380 21.59979790
47.51459930 21.59993090
way way
47.51441890 21.60000550
47.51390670 21.60032320
way way
22Y busz
47.55560050 21.65972910
way way
47.55459360 21.65950940
way way
47.55456140 21.65989740
way way
47.55456140 21.65989740
way way
47.55076570 21.65909150
47.55151370 21.65923310
47.55183000 21.65930000
47.55252440 21.65944410
47.55356250 21.65965510
47.55376250 21.65970590
way way
47.55036960 21.66162570
47.55041490 21.66152820
47.55069190 21.65919810
47.55072010 21.65910740
way way
47.55000670 21.66133690
way way
47.54815390 21.65720420
47.54825170 21.65748090
47.54840290 21.65790840
47.54843600 21.65798200
47.54870890 21.65860040
47.54877210 21.65874370
47.54972910 21.66085600
47.54975530 21.66091390
47.54978890 21.66097180
47.54993520 21.66122390
way way
47.54678970 21.65282130
47.54686000 21.65305610
47.54716720 21.65408190
47.54760780 21.65545500
47.54796670 21.65664620
47.54804220 21.65689680
way way
47.54436500 21.64513420
47.54466860 21.64611210
47.54531300 21.64818740
47.54537780 21.64836090
47.54547960 21.64872310
47.54552750 21.64887700
47.54557780 21.64903460
47.54578500 21.64968360
47.54623200 21.65108330
47.54672720 21.65263430
way way
47.54376170 21.64317510
way way
47.54378460 21.64305300
47.54383710 21.64295960
47.54386700 21.64293320
47.54391310 21.64289250
47.54402290 21.64283270
way way
47.54462640 21.64328830
47.54470620 21.64334850
way way
47.54652760 21.64477390
way way
47.54709990 21.64332240
47.54730220 21.64283770
47.54775880 21.64214350
47.54859240 21.64130180
way way
47.54729250 21.63849660
way way
47.54667860 21.63717010
47.54660790 21.63701670
47.54617340 21.63607310
47.54599850 21.63567290
47.54556510 21.63472280
47.54539020 21.63433410
47.54468890 21.63281420
47.54467690 21.63278810
47.54402910 21.63142090
47.54393070 21.63121320
47.54311050 21.62987010
47.54274420 21.62929860
47.54219300 21.62841120
47.54192590 21.62794780
47.54191510 21.62792910
way way
47.54180610 21.62706820
way way
47.54179780 21.62685300
47.54168680 21.62554730
47.54167760 21.62543920
47.54166030 21.62527250
47.54164800 21.62515420
47.54163080 21.62497220
way way
47.54162450 21.62489440
47.54161990 21.62483670
47.54157390 21.62402670
47.54156980 21.62395380
47.54149670 21.62215370
47.54148740 21.62192390
way way
47.54148080 21.62176730
47.54146820 21.62146610
47.54140280 21.61990580
47.54140010 21.61985790
47.54127660 21.61765380
47.54127330 21.61742850
47.54126860 21.61727800
way way
47.54133550 21.61729090
47.54139600 21.61730740
47.54145320 21.61732310
47.54208330 21.61761280
47.54297250 21.61804240
47.54303930 21.61809020
47.54443710 21.61866150
47.54449800 21.61868420
47.54456920 21.61869900
47.54473220 21.61868560
47.54487360 21.61865250
way way
47.54512870 21.61853270
47.54537310 21.61831820
47.54544210 21.61824370
47.54552700 21.61815190
47.54559150 21.61797990
way way
47.54738440 21.61616300
47.54858410 21.61498640
47.54887950 21.61477660
way way
47.55143430 21.62040430
47.55088390 21.61923930
47.55029760 21.61796730
47.54984430 21.61695150
47.54966050 21.61653950
47.54887950 21.61477660
way way
47.55154920 21.62105050
47.55150150 21.62136720
way way
47.55144300 21.62135910
47.55138260 21.62139370
47.55133620 21.62147780
47.55132520 21.62157230
way way
47.55115500 21.62159250
47.55091970 21.62159790
47.55069880 21.62161930
47.55016610 21.62164510
47.54677110 21.62171790
47.54600500 21.62172980
47.54589060 21.62173320
47.54355510 21.62180230
47.54310830 21.62181550
47.54178540 21.62190400
47.54160080 21.62191630
47.54148740 21.62192390
way way
47.54162450 21.62489440
47.54161990 21.62483670
47.54157390 21.62402670
47.54156980 21.62395380
47.54149670 21.62215370
47.54148740 21.62192390
way way
47.54179780 21.62685300
47.54168680 21.62554730
47.54167760 21.62543920
47.54166030 21.62527250
47.54164800 21.62515420
47.54163080 21.62497220
way way
47.54180610 21.62706820
way way
47.54166340 21.62756430
way way
47.54667860 21.63717010
47.54660790 21.63701670
47.54617340 21.63607310
47.54599850 21.63567290
47.54556510 21.63472280
47.54539020 21.63433410
47.54468890 21.63281420
47.54467690 21.63278810
47.54402910 21.63142090
47.54393070 21.63121320
47.54311050 21.62987010
47.54274420 21.62929860
47.54219300 21.62841120
47.54192590 21.62794780
47.54191510 21.62792910
way way
47.54614220 21.63965850
47.54588500 21.63991830
47.54575660 21.64015830
47.54572740 21.64023560
47.54570490 21.64029510
47.54547580 21.64098900
47.54532880 21.64142460
way way
47.54476110 21.64317880
47.54470620 21.64334850
way way
47.54515180 21.64197160
way way
47.54462640 21.64328830
47.54470620 21.64334850
way way
47.54402290 21.64283270
way way
47.54368320 21.64269580
47.54366440 21.64276120
47.54365060 21.64280930
47.54365970 21.64294040
47.54371160 21.64313850
way way
47.54377780 21.64328330
way way
47.54436500 21.64513420
47.54466860 21.64611210
47.54531300 21.64818740
47.54537780 21.64836090
47.54547960 21.64872310
47.54552750 21.64887700
47.54557780 21.64903460
47.54578500 21.64968360
47.54623200 21.65108330
47.54672720 21.65263430
way way
47.54678970 21.65282130
47.54686000 21.65305610
47.54716720 21.65408190
47.54760780 21.65545500
47.54796670 21.65664620
47.54804220 21.65689680
way way
47.54815390 21.65720420
47.54825170 21.65748090
47.54840290 21.65790840
47.54843600 21.65798200
47.54870890 21.65860040
47.54877210 21.65874370
47.54972910 21.66085600
47.54975530 21.66091390
47.54978890 21.66097180
47.54993520 21.66122390
way way
47.55000670 21.66133690
way way
47.55128610 21.66294510
47.55135320 21.66302740
47.55150460 21.66321320
47.55303280 21.66507960
way way
47.55362630 21.66082330
47.55351310 21.66174670
47.55335760 21.66301370
47.55329470 21.66352670
47.55313690 21.66484020
47.55308900 21.66497210
47.55303280 21.66507960
way way
47.55456140 21.65989740
way way
47.55557880 21.66014690
way way
47.55560050 21.65972910
way way
47.55011570 21.66148450
47.55031190 21.66175000
way way
23 busz
47.54037880 21.67136200
way way
47.54019250 21.67141070
47.54007470 21.67144120
47.53995830 21.67143810
way way
47.53995070 21.67138850
47.53993160 21.67134800
47.53990310 21.67132080
47.53986960 21.67131180
47.53983630 21.67132240
47.53980810 21.67135130
47.53978970 21.67139400
47.53978370 21.67144400
way way
47.53979120 21.67149360
47.53981090 21.67153500
47.53983990 21.67156200
47.53987350 21.67157040
47.53990670 21.67155910
47.53993440 21.67153000
47.53995230 21.67148830
47.53995830 21.67143810
way way
47.54019250 21.67141070
47.54007470 21.67144120
47.53995830 21.67143810
way way
47.54037880 21.67136200
way way
47.54943980 21.67147690
47.54855090 21.67146470
47.54794830 21.67145250
47.54714160 21.67142410
47.54627450 21.67139170
47.54438570 21.67137540
47.54248410 21.67137250
47.54239540 21.67137210
47.54157040 21.67136850
47.54072130 21.67136000
way way
47.54987930 21.66164420
47.54988170 21.66179960
47.55006660 21.66623910
47.55019870 21.66893730
47.55020690 21.66917270
47.55028900 21.67151950
way way
47.54992560 21.66137440
47.54988990 21.66142520
47.54987300 21.66149900
way way
47.54981720 21.66109790
47.54985830 21.66130730
47.54987300 21.66149900
way way
47.55000670 21.66133690
way way
47.54993650 21.66154310
47.54997630 21.66145770
47.55002850 21.66145570
47.55011570 21.66148450
way way
47.54815390 21.65720420
47.54825170 21.65748090
47.54840290 21.65790840
47.54843600 21.65798200
47.54870890 21.65860040
47.54877210 21.65874370
47.54972910 21.66085600
47.54975530 21.66091390
47.54978890 21.66097180
47.54993520 21.66122390
way way
47.54678970 21.65282130
47.54686000 21.65305610
47.54716720 21.65408190
47.54760780 21.65545500
47.54796670 21.65664620
47.54804220 21.65689680
way way
47.54436500 21.64513420
47.54466860 21.64611210
47.54531300 21.64818740
47.54537780 21.64836090
47.54547960 21.64872310
47.54552750 21.64887700
47.54557780 21.64903460
47.54578500 21.64968360
47.54623200 21.65108330
47.54672720 21.65263430
way way
47.54376170 21.64317510
way way
47.54378460 21.64305300
47.54383710 21.64295960
47.54386700 21.64293320
47.54391310 21.64289250
47.54402290 21.64283270
way way
47.54462640 21.64328830
47.54470620 21.64334850
way way
47.54652760 21.64477390
way way
47.54709990 21.64332240
47.54730220 21.64283770
47.54775880 21.64214350
47.54859240 21.64130180
way way
47.54878540 21.64085830
47.54876650 21.64105140
47.54872090 21.64114540
47.54859240 21.64130180
way way
47.54919820 21.62855550
47.54918730 21.62860160
47.54914190 21.62877820
